TIPO_PRODUTO;NOME_PRODUTO;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA
MEDICAMENTO;ACETONIDO FLUOCINOLONA + SULFATO NEOMICINA + SULFATO DE POLIMIXINA B;109740011;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;ACETONIDO TRIANCINOLONA+AC. SALICILICO+CLORETO DE BENZALCONIO;103700389;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;ACETYLEN;110570047;ANALGESICOS
MEDICAMENTO;ACEVITON;143810165;VITAMINAS
MEDICAMENTO;ACEZO;102980564;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACEÍNA;113430148;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACFOL;107150066;ANTIANEMICOS
MEDICAMENTO;ACHEFLAN;105730341;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES
MEDICAMENTO;ACICLOFAR;105710088;ANTIVIROTICOS
MEDICAMENTO;ACICLOMAX;103900124;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOMED;143810023;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOR;106890110;ANTIVIROTICOS
MEDICAMENTO;ACICLOR;106890205;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVAN;109220189;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100430606;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;123520015;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;101160144;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;110570027;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100640056;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100630143;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;103880032;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;124870002;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100490058;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;120690012;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;105430113;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;104300016;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;135480018;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;119240122;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;111240216;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;126750006;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;103670124;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;131040006;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;101160171;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;103700300;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;102350441;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;104650301;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;102980250;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;123520057;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;101830090;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100890280;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;101810374;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;103700147;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;120690033;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;123520071;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;116540022;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;146680045;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;100470329;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;126750017;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;125680111;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;146680090;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;103700486;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;126750069;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;102940137;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;118190065;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;100890334;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;109680078;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;104041990;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;102940150;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;155840048;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;125680163;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;105730391;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;112130410;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;105730392;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;112130411;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;172870225;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;155840068;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;103700610;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;104970022;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;183260160;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;183260283;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;104971416;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR;105730556;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACICLOVIR;105730568;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR 250 MG;100430748;ANTIVIROTICOS
MEDICAMENTO;ACICLOVIR SODICO;105530226;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACIDALIC;108970032;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDERM;107140187;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDEX;109220102;ANTIACIDO
MEDICAMENTO;ACIDEX;109220161;ANTIACIDO
MEDICAMENTO;ACIDO ACELTILSALICILICO;127020018;ANALGESICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;103110046;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;128540001;ANALGESICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;112830042;ANALGESICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;131960004;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;102270028;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO;102680632;ANALGESICOS
MEDICAMENTO;ACIDO ACETIL SALICILICO TAMPONADO;128540002;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;112330012;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;103880026;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;102030043;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;125680012;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;122020001;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;112200002;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;135480024;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;ACIDO ACETILSALICILICO;105760091;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;116070011;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;134890005;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;105110008;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;110500029;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;107140060;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;110500031;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;139330005;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;102350508;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;105350087;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;103940003;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;134690001;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO;135690533;ANTIAGREGANTE PLAQUETARIO
MEDICAMENTO;ACIDO ACETILSALICILICO;120190124;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO + ASSOCIACOES;125210016;ANALGESICOS CONTRA ENXAQUECA
MEDICAMENTO;ACIDO ACETILSALICILICO + BICARBONATO DE SODIO;103700227;ANALGESICOS
MEDICAMENTO;ACIDO ACETILSALICILICO ASSOCIADO;106460093;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO ASSOCIADO;102030048;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ACIDO ACETILSALICILICO DE LISINA;120330007;ANTIAGREGANTE PLAQUETARIO
MEDICAMENTO;ACIDO AMINOACETICO + ASSOCIACOES;113430057;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
MEDICAMENTO;ACIDO ASCORBICO;101830014;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;110860002;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;102030049;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;135480032;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;100630080;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;101860026;VITAMINAS
MEDICAMENTO;ACIDO ASCORBICO;113430005;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO;106890068;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO ASCORBICO + ALFA-TOCOFEROL + BETACAROTENO + MINERAIS;100020069;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + ASSOC;101550207;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + ASSOC.;104400023;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + ASSOCIAÇÕES;127020029;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + ASSOCIAÇÕES;127000002;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + NIACINA + ASSOC. POLIVITAMINAS;139330016;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;ACIDO ASCORBICO + PARACETAMOL + CLORIDRATO DE FENILEFRINA;102850050;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;ACIDO ASCORBICO+COMPLEXO B;127020023;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ACIDO ASCÓRBICO;116540003;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO BENZOICO + ASSOCIAÇÕES;126250023;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDO BENZOICO + IODETO DE POTASSIO +IODO;115700008;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDO BENZOICO/IODO/IODETO DE POTASSIO;106890042;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDO DEHIDROCOLICO + CLORETO DE COLINA + GLICOCOLA;101430025;DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;ACIDO DEHIDROCOLICO+EXTRATO FITOTERAPICOS+FOSFATO SODIO;103740008;COLAGOGOS, COLERETICOS E HEPATOPROTETORES
MEDICAMENTO;ACIDO DIMERCAPTOSSUCCINICO;126940006;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
MEDICAMENTO;ACIDO DIMERCAPTOSUCCINICO;113980022;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
MEDICAMENTO;ACIDO FOLICO;104340029;ANTIANEMICOS
MEDICAMENTO;ACIDO FOLICO;136700014;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ACIDO FOLICO - EUROFARMA;100430605;ANTIANEMICOS SIMPLES
MEDICAMENTO;ACIDO FOLINICO;100470002;ANTIANEMICOS
MEDICAMENTO;ACIDO FOLINICO;108580212;ANTIANEMICOS
MEDICAMENTO;ACIDO FOLINICO;107150156;ANTIANEMICOS
MEDICAMENTO;ACIDO FÊNICO;109640001;PRODUTOS ODONTOLOGICOS
MEDICAMENTO;ACIDO L-GLUTAMICO + FENITOINA;105830201;ANTICONVULSIVANTES
MEDICAMENTO;ACIDO MEFENAMICO;100470531;ANTINFLAMATORIOS
MEDICAMENTO;ACIDO MEFENAMICO;100431303;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;ACIDO MEFENAMICO;135170062;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;ACIDO NALIDIXICO;121550010;ANTINFECCIOSOS
MEDICAMENTO;ACIDO NALIDIXICO;108580177;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
MEDICAMENTO;ACIDO NALIDIXICO;102350509;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
MEDICAMENTO;ACIDO ORTO-FENOLSULFONICO + RESORCINOL;105190031;ANTISSEPTICO
MEDICAMENTO;ACIDO SALICILICO;100930159;OUTROS PRODUTOS PARA REMOCAO DE IMPUREZAS DO TEGUMENTO
MEDICAMENTO;ACIDO SALICILICO;106750061;CERATOLITICOS E CERATOPLASTICOS
MEDICAMENTO;ACIDO SALICILICO;149910002;CERATOLITICOS E CERATOPLASTICOS
MEDICAMENTO;ACIDO SALICILICO + AC. BENZOICO + IODO MET. + IODETO  DE SODIO;105190035;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDO SALICILICO + ACIDO LATICO;101620199;CERATOLITICOS E CERATOPLASTICOS
MEDICAMENTO;ACIDO SALICILICO + CLORETO DE ZINCO;101910118;CERATOLITICOS E CERATOPLASTICOS
MEDICAMENTO;ACIDO TANICO+CANFORA+AMONIA+ETER ETILICO;105070015;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
MEDICAMENTO;ACIDO TRANEXAMICO;105830698;ANTIFIBRINOLITICOS
MEDICAMENTO;ACIDO TRANEXAMICO;167730151;ANTIFIBRINOLITICOS
MEDICAMENTO;ACIDO TRANEXAMICO;189000046;ANTIFIBRINOLITICOS
MEDICAMENTO;ACIDO TRANEXAMICO;116370099;ANTIFIBRINOLITICOS
MEDICAMENTO;ACIDO UNDECILENICO  +  ASSOCIAÇOES;115200027;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;ACIDO VALPROICO;146680018;ANTICONVULSIVANTES
MEDICAMENTO;ACIDO ZOLEDRONICO;116370129;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACIDO ZOLEDRONICO;100470541;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACIDO ZOLEDRONICO;102980415;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACIDO ZOLEDRONICO;155620038;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACINIC;109740191;ANTILIPEMICOS
MEDICAMENTO;ACIVERAL;105770139;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;ACIVIRAX;115600082;ANTIVIROTICOS
MEDICAMENTO;ACLAF;103850115;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;ACLAF;103850116;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;ACLASTA;100681026;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACNASE;101740001;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNASE;109740239;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNASE GEL;101740046;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNIL;102980329;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNISON;103700369;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNOVA;105830731;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACNOVA;105830844;PRODUTOS ANTI-ACNE
MEDICAMENTO;ACOG;105250085;
MEDICAMENTO;ACOLITIUM;101910166;ANTIDEPRESSIVOS
MEDICAMENTO;ACOMPLIA;113000983;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
MEDICAMENTO;ACONVULSIN;112130190;ANTICONVULSIVANTES
MEDICAMENTO;ACOTERMON;108580055;ANALGESICOS CONTRA ENXAQUECA
MEDICAMENTO;ACRIDIN;105830531;ANTISSEPTICOS URINARIOS SIMPLES
MEDICAMENTO;ACTI-VALDA;101500050;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE
MEDICAMENTO;ACTICALCIN;103410001;HORMONIO HIPOCALCEMICO
MEDICAMENTO;ACTIFEDRIN;149160012;ANTI-HISTAMINICOS SISTEMICOS
MEDICAMENTO;ACTIFEDRIN;103900155;ANTI-HISTAMINICOS SISTEMICOS
MEDICAMENTO;ACTILYSE;103670049;ANTICOAGULANTES FIBRINOLITICOS E PROTEOLITICOS N/DIGE
MEDICAMENTO;ACTIPROFEN;119240013;ANTINFLAMATORIOS
MEDICAMENTO;ACTIPROFEN;120330261;ANTINFLAMATORIOS
MEDICAMENTO;ACTIPROFEN;113000996;ANTINFLAMATORIOS
MEDICAMENTO;ACTIVE PLUS;111990031;
MEDICAMENTO;ACTIVELLE;101810344;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;ACTIVELLE;100431042;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;ACTONEL;113000269;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACTONEL;183260417;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACTONEL;174650009;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACTONEL TRIO;113001070;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;ACTOS;105530238;ANTIDIABETICOS
MEDICAMENTO;ACTOS  MET;105530335;ANTIDIABETICOS
MEDICAMENTO;ACTPARIN;106460111;ANTICOAGULANTES
MEDICAMENTO;ACU FRESH;154230230;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MEDICAMENTO;ACU FRESH G;154230322;EMOLIENTES E PROTETORES OFTALMICOS
MEDICAMENTO;ACULAR;101470046;ANTINFLAMATORIOS
MEDICAMENTO;ACYCLO;109860026;ANTIVIROTICOS
MEDICAMENTO;AD - CÁLCIO;135690493;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
MEDICAMENTO;AD FURP;110390022;EMOLIENTES E PROTETORES DA PELE E MUCOSAS
MEDICAMENTO;AD TIL;106390150;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;AD-ELEMENT;101620181;NUTRIENTES PARENTERAIS
MEDICAMENTO;AD-MUC;109740172;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES
MEDICAMENTO;AD-TIL;106390243;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;AD-TIL;178170914;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;AD-VITAM;138410065;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADACEL;113001140;VACINAS
MEDICAMENTO;ADACEL;183260400;VACINAS
MEDICAMENTO;ADACEL Polio;113001110;VACINAS
MEDICAMENTO;ADACEL Polio;183260399;VACINAS
MEDICAMENTO;ADACNE;110130230;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADACNE CLIN;110130249;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADACOR;109860027;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;ADALAT;104290001;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;ADALAT;170560052;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;ADALEX;109220168;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;ADAPALENO;112130355;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;102350748;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;105830422;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;135690286;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;135690287;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;102350749;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;101810529;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;167730154;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPALENO;183260039;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPEL;101810576;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPEL;183260033;PRODUTOS ANTI-ACNE
MEDICAMENTO;ADAPTA;104400212;ANTIDEPRESSIVOS
MEDICAMENTO;ADAPTIS GEL;167730625;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MEDICAMENTO;ADCETRIS;106390269;ANTINEOPLASICO
MEDICAMENTO;ADCIRCA;112600184;VASODILATADORES
MEDICAMENTO;ADDAVEN;100410165;NUTRIENTES PARENTERAIS
MEDICAMENTO;ADDERA D3;103940544;ANALOGO SINTETICO DA VITAMINA D
MEDICAMENTO;ADDERA D3;172870060;ANALOGO SINTETICO DA VITAMINA D
MEDICAMENTO;ADDERA D3;178170028;ANALOGO SINTETICO DA VITAMINA D
MEDICAMENTO;ADDITIVA VITAMINA C;110860029;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;ADECUR;122140023;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;ADEDERME;102350169;EMOLIENTES E PROTETORES DA PELE E MUCOSAS
MEDICAMENTO;ADEDOIS;108580162;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADEFORTE;104440001;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADEFORTE;104440113;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADEGLÓS;100320001;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
MEDICAMENTO;ADEGRIP;109220064;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;ADEKS;125760013;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;ADELLE 20;194270039;ANTICONCEPCIONAIS
MEDICAMENTO;ADELLE 30;194270040;ANTICONCEPCIONAIS
MEDICAMENTO;ADEMETIONINA;101160077;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
MEDICAMENTO;ADENOCARD;100330038;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO
MEDICAMENTO;ADENON;100610007;MEDICAMENTOS DINAMIZADOS COMPOSTOS
MEDICAMENTO;ADENOSIA+ASSOCIAÇÕES;115700022;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
MEDICAMENTO;ADENOSINA;113430182;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO
MEDICAMENTO;ADENOSINA + ASSOCIAÇÕES;104450016;COLAGOGOS, COLERETICOS E HEPATOPROTETORES
MEDICAMENTO;ADENOSINA+ASSOCIAÇÕES;122830094;COLAGOGOS E COLERETICOS + HEPATOPROTETORES E LIPOTROPICOS
MEDICAMENTO;ADEPRESS;118190038;FITOTERAPICO SIMPLES
MEDICAMENTO;ADEROGIL D3;113000211;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADEROGIL GOTAS;113000980;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;ADEXIL;100580084;PROSTAGLANDINAS
MEDICAMENTO;ADFEN;113050029;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;ADILOZ;102351223;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;ADINOS;105730378;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;ADINOS GEN;105730407;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;ADIPEPT;105730462;ANTIACIDOS E ANTIULCEROSOS
MEDICAMENTO;ADIPINA;105770150;ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;ADLYV;141070637;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;ADMELOG;113001200;ANTIDIABETICOS
MEDICAMENTO;ADMELOG;183260412;ANTIDIABETICOS
MEDICAMENTO;ADMENTA;146820047;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEDICAMENTO;ADNASAL;102640011;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;ADNAX;122830031;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;ADNAX;122830006;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;ADNAX;172870034;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;ADNAX;178170041;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;ADOLESS;103900140;ANTICONCEPCIONAIS
MEDICAMENTO;ADORLAN;186100017;ANALGESICOS NARCOTICOS
MEDICAMENTO;ADPREX;115570040;ANTIDEPRESSIVOS + FITOTERAPICO SIMPLES
MEDICAMENTO;ADRECON;137640057;GLICOCORTICOIDES SISTEMICOS
MEDICAMENTO;ADREN;113430001;MEDICAMENTOS C/ ACAO NO MIOCARDIO
MEDICAMENTO;ADRENALINA;101910275;VASOCONSTRITORES E HIPERTENSORES
MEDICAMENTO;ADRENALINA;101860013;VASOCONSTRITORES E HIPERTENSORES
MEDICAMENTO;ADRENOXIL;100810004;ANTI-HEMORRAGICOS
MEDICAMENTO;ADRENYL;105500144;BRONCODILATADORES
MEDICAMENTO;ADRIBLASTINA;123890046;ANTIBIOTICOS ANTINEOPLASICOS
MEDICAMENTO;ADRIBLASTINA;102160165;ANTIBIOTICOS ANTINEOPLASICOS
MEDICAMENTO;ADRIBLASTINA;121100357;ANTIBIOTICOS ANTINEOPLASICOS
MEDICAMENTO;ADROXIL;113430095;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;ADVANTAN;100200086;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;ADVANTAN;162040002;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;ADVANTAN;170560085;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;ADVANTAN;185690010;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
